Tempo mm. 5-8	Aria 1	Variation 1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16a	16b	17	18	19	20	21	22	23	24	25	26	27	28	29	30	Aria 2	
Pulse	quarter note	quarter note	quarter note	dotted quarter note	dotted quarter note	quarter note	dotted quarter note	dotted quarter note	quarter note	quarter note	half note	dotted quarter note	quarter note	quarter note	quarter note	quarter note	half note	dotted quarter note	quarter note	half note	eighth note	quarter note	quarter note	half note	quarter note	dotted quarter note	eighth note	quarter note	dotted quarter note	quarter note	quarter note	quarter note	quarter note	
Rudolf Serkin 1928	71.7	128.9	106.1	59.7	95.2	182.8	- - - 	- - - 	- - - 	77.0	114.6	200.0	82.5	57.2	131.0	39.3	43.5	94.0	136.4	118.0	215.8	131.9	58.1	138.2	127.7	51.9	53.9	104.5	92.2	105.0	111.8	93.0	61.8	Rudolf Serkin 1928
Hill 2014	49.2	94.4	89.8	66.2	57.9	110.9	43.7	67.3	90.7	78.8	84.0	112.1	59.2	40.3	91.7	28.9	34.9	73.0	95.9	78.1	158.0	88.7	42.5	103.8	85.1	64.0	53.2	95.3	73.2	79.5	87.3	67.7	44.9	Hill 2014
Hewitt 2015	46.1	118.4	78.7	55.7	56.8	135.9	34.7	66.6	107.8	65.2	87.3	125.1	78.4	38.8	95.5	28.4	33.8	73.3	88.1	91.8	119.0	106.3	45.0	91.6	95.2	62.4	43.8	99.7	72.9	88.0	72.7	72.7	41.5	Hewitt 2015
Levit 2015	46.9	105.2	73.2	69.4	61.1	150.3	50.1	70.8	108.6	60.2	84.8	153.3	99.8	34.5	100.2	31.8	33.5	82.6	115.3	98.6	144.0	111.6	51.5	88.2	101.4	84.1	48.8	97.4	89.0	90.2	99.3	84.0	47.9	Levit 2015
Schiff 2015	54.5	100.8	91.1	61.0	60.7	135.3	48.4	86.1	115.1	84.5	89.5	130.0	98.3	46.4	101.6	35.3	37.3	67.3	92.3	95.9	145.2	115.0	67.5	73.9	89.6	85.5	56.2	85.9	79.8	63.5	99.0	99.8	54.7	Schiff 2015
Esfahani 2016	53.4	97.8	97.6	52.2	61.4	133.8	62.9	74.7	100.9	56.8	88.2	135.6	85.5	44.6	98.3	32.4	34.3	71.4	105.8	87.7	179.9	109.9	50.7	93.4	87.6	57.7	62.6	101.9	77.5	83.3	93.3	79.3	50.0	Esfahani 2016
Schornsheim 2016	51.0	103.1	71.0	54.6	64.0	122.1	54.5	73.2	85.1	62.4	76.8	133.2	69.3	48.3	85.6	30.6	37.9	69.1	89.0	78.7	192.9	82.9	49.4	103.9	72.8	70.1	55.6	88.2	74.7	68.6	68.7	74.9	49.7	Schornsheim 2016
Kim 2018	40.4	107.7	87.0	67.4	66.1	167.0	36.5	62.6	124.7	71.8	85.2	142.2	98.5	34.9	104.8	26.5	31.5	62.5	110.8	90.7	145.7	103.5	34.8	75.6	97.8	69.9	36.6	111.1	77.3	75.6	84.1	81.2	38.0	Kim 2018
Ernst 2020	35.8	124.5	80.9	65.8	66.4	166.7	40.4	80.4	119.6	40.3	106.9	150.6	87.4	32.9	111.1	24.2	34.9	84.2	104.1	103.2	145.8	109.6	40.6	111.6	103.7	53.0	45.9	116.9	68.7	96.1	103.7	73.5	26.7	Ernst 2020
Lang 2020a	42.7	102.1	87.3	46.9	70.4	150.0	63.3	63.6	102.5	57.8	84.2	246.8	97.2	32.0	89.4	19.1	34.2	76.8	99.5	72.5	157.5	104.0	28.1	90.1	99.8	60.6	37.4	122.2	78.9	94.2	89.3	140.7	32.1	Lang 2020a
Lang 2020b	37.8	97.3	85.1	45.6	65.6	151.7	56.7	60.8	98.0	58.3	84.6	100.3	99.4	32.6	90.2	20.6	36.1	81.8	99.9	81.8	162.8	93.7	30.1	93.6	94.8	71.1	38.8	116.8	88.1	91.9	88.9	58.3	32.5	Lang 2020b
M	47.7	101.9	79.7	59.5	60.6	135.0	47.3	68.3	105.4	66.6	83.7	134.2	77.8	42.6	93.9	29.0	33.6	70.2	103.9	88.8	143.9	103.9	45.2	89.9	93.8	73.5	48.6	95.0	72.9	80.9	89.2	76.8	46.0	M
Max.	80.1	137.9	113.6	77.3	95.2	182.8	83.1	94.0	142.5	103.4	114.6	246.8	111.4	74.7	131.0	41.8	43.5	94.0	136.4	118.0	220.6	149.1	73.0	138.2	127.7	109.2	76.2	122.2	94.1	120.7	126.0	140.7	80.3	Max.
Min.	31.7	54.9	48.6	35.8	41.4	82.3	30.8	36.9	74.4	40.3	58.1	77.8	39.8	25.9	75.5	19.1	26.7	44.2	67.1	58.5	85.9	71.7	28.1	57.0	63.7	50.0	25.0	70.0	48.4	57.4	65.1	58.2	26.2	Min.
SD [%] 	18.33	16.42	18.16	16.88	12.66	16.33	24.52	15.40	14.21	19.83	11.81	16.26	23.63	20.08	10.76	15.46	11.20	13.10	14.35	15.09	22.17	14.78	20.92	15.60	12.89	21.02	20.10	12.39	13.52	14.22	12.87	14.56	20.20	SD [%] 
